"sdate","id","f_qty","i_qty","s_qty","t_qty","est_f_qty","est_i_qty","est_s_qty","est_t_qty","trs_f_percent","trs_3_percent"
"1120512","1783",-366,0,4,-362,10725,1902,594,13221,12.66,15.61
"1120511","1783",36,0,-182,-146,11064,1902,590,13556,13.06,16.00
"1120510","1783",-430,0,-6,-436,11001,1902,772,13675,12.98,16.14
"1120509","1783",41,0,41,82,11427,1902,777,14106,13.49,16.65
"1120508","1783",579,0,-23,556,11360,1902,736,13998,13.41,16.52
"1120505","1783",921,0,26,947,10735,1902,759,13396,12.67,15.81
"1120504","1783",-204,0,2,-202,9801,1902,733,12436,11.57,14.68
"1120503","1783",-30,0,2,-28,10012,1902,731,12645,11.82,14.93
"1120502","1783",692,0,25,717,10033,1902,729,12664,11.84,14.95
"1120428","1783",395,0,157,552,9319,1902,704,11925,11.00,14.08
"1120427","1783",-5,0,0,-5,8945,1902,547,11394,10.56,13.45
"1120426","1783",101,0,13,114,8962,1902,547,11411,10.58,13.47
"1120425","1783",-149,0,-39,-188,8854,1902,534,11290,10.45,13.33
"1120424","1783",701,0,-67,634,9023,1902,573,11498,10.65,13.57
"1120421","1783",141,0,-30,111,8302,1902,640,10844,9.80,12.80
"1120420","1783",-596,100,-77,-573,8148,1902,670,10720,9.61,12.65
"1120419","1783",259,400,-98,561,8742,1802,747,11291,10.32,13.33
"1120418","1783",-93,0,91,-2,8481,1402,845,10728,10.01,12.66
"1120417","1783",-2,0,29,27,8559,1402,754,10715,10.10,12.65
"1120414","1783",-75,0,-1,-76,8561,1402,725,10688,10.10,12.61
"1120413","1783",32,0,0,32,8636,1402,726,10764,10.19,12.70
"1120412","1783",107,0,9,116,8612,1402,726,10740,10.16,12.67
"1120411","1783",-193,0,14,-179,8505,1402,717,10624,10.04,12.54
"1120410","1783",-31,0,19,-12,8698,1402,703,10803,10.26,12.75
"1120407","1783",-169,0,65,-104,8742,1402,684,10828,10.32,12.78
"1120406","1783",277,0,10,287,8923,1402,619,10944,10.53,12.92
"1120331","1783",-18,0,7,-11,8649,1402,609,10660,10.21,12.58
"1120330","1783",-141,0,-9,-150,8706,1400,602,10708,10.27,12.63
"1120329","1783",169,0,-21,148,8813,1400,611,10824,10.40,12.77
"1120328","1783",27,0,52,79,8645,1400,632,10677,10.20,12.60
"1120327","1783",208,0,20,228,8891,1400,580,10871,10.49,12.83
"1120324","1783",-90,0,46,-44,8688,1400,560,10648,10.25,12.56
"1120323","1783",-272,200,4,-68,8875,1400,514,10789,10.47,12.73
"1120322","1783",-14,0,20,6,9154,1200,510,10864,10.80,12.82
"1120321","1783",-158,-300,-1,-459,9202,1200,490,10892,10.86,12.86
"1120320","1783",343,-313,-1,29,9383,1500,491,11374,11.07,13.42
"1120317","1783",36,-237,-17,-218,9027,1813,492,11332,10.65,13.37
"1120316","1783",634,0,-36,598,9106,2050,509,11665,10.75,13.77
"1120315","1783",164,0,7,171,8505,2050,545,11100,10.04,13.10
"1120314","1783",-342,0,-6,-348,8336,2050,538,10924,9.84,12.90
"1120313","1783",603,0,-41,562,8647,2050,544,11241,10.20,13.26
"1120310","1783",807,0,-56,751,8044,2050,585,10679,9.49,12.60
"1120309","1783",-70,0,3,-67,7236,2050,641,9927,8.54,11.72
"1120308","1783",-137,0,9,-128,7347,2050,638,10035,8.67,11.84
"1120307","1783",-260,0,5,-255,7477,2050,629,10156,8.82,11.98
"1120306","1783",-1881,0,-99,-1980,7710,2050,624,10384,9.10,12.26
"1120303","1783",661,0,20,681,9452,2050,723,12225,11.15,14.42
"1120302","1783",508,0,-2,506,8800,2050,703,11553,10.39,13.64
"1120301","1783",607,150,60,817,8292,2050,705,11047,9.79,13.04
"1120224","1783",103,200,-29,274,7661,1900,645,10206,9.04,12.04
"1120223","1783",-711,0,-4,-715,7477,1700,674,9851,8.82,11.62
"1120222","1783",627,250,4,881,7987,1700,678,10365,9.42,12.23
"1120221","1783",284,250,18,552,7355,1450,674,9479,8.68,11.19
"1120220","1783",-303,0,7,-296,7038,1200,656,8894,8.30,10.49
"1120217","1783",59,0,9,68,7293,1200,649,9142,8.61,10.79
"1120216","1783",18,0,0,18,7238,1200,640,9078,8.54,10.71
"1120215","1783",-280,0,6,-274,7213,1200,640,9053,8.51,10.68
"1120214","1783",-144,0,-63,-207,7505,1200,634,9339,8.86,11.03
"1120213","1783",-394,0,-4,-398,7653,1200,697,9550,9.03,11.27
"1120210","1783",-618,0,-23,-641,8026,1200,701,9927,9.47,11.71
"1120209","1783",-570,0,-179,-749,8642,1200,724,10566,10.20,12.47
"1120208","1783",-585,0,-13,-598,9164,1200,903,11267,10.81,13.29
"1120207","1783",925,0,161,1086,9704,1200,916,11820,11.45,13.95
"1120206","1783",1098,0,-340,758,8766,1200,755,10721,10.34,12.65
"1120203","1783",-25,0,345,320,7664,1200,1095,9959,9.04,11.75
"1120202","1783",171,0,1,172,7661,1200,750,9611,9.04,11.34
"1120201","1783",313,100,7,420,7502,1200,749,9451,8.85,11.15
"1120131","1783",103,100,93,296,7170,1100,742,9012,8.46,10.63
"1120130","1783",31,100,16,147,7067,1000,649,8716,8.34,10.29
"1120117","1783",-941,100,0,-841,7018,900,633,8551,8.28,10.09
"1120116","1783",337,0,0,337,8146,800,633,9579,9.61,11.30
"1120113","1783",1379,0,0,1379,7772,800,633,9205,9.17,10.86
"1120112","1783",126,167,-1,292,6533,800,633,7966,7.71,9.40
"1120111","1783",122,0,1,123,6407,633,634,7674,7.56,9.06
"1120110","1783",-153,0,0,-153,6285,633,633,7551,7.42,8.91
"1120109","1783",513,0,0,513,6438,633,633,7704,7.60,9.09
"1120106","1783",-585,200,4,-381,5963,633,633,7229,7.04,8.53
"1120105","1783",415,433,34,882,6559,433,629,7621,7.74,8.99
"1120104","1783",104,-331,13,-214,6138,0,595,6733,7.24,7.94
"1120103","1783",193,0,8,201,6034,331,582,6947,7.12,8.20
"1111230","1783",-154,0,0,-154,5823,331,574,6728,6.87,7.94
"1111229","1783",43,0,0,43,5980,294,574,6848,7.05,8.07
"1111228","1783",-225,0,-6,-231,5937,294,574,6805,7.00,8.02
"1111227","1783",-237,0,0,-237,6115,294,580,6989,7.22,8.25
"1111226","1783",-1412,0,3,-1409,6379,294,580,7253,7.53,8.56
"1111223","1783",-186,0,2,-184,7899,294,577,8770,9.32,10.35
"1111222","1783",333,0,-1,332,8132,294,575,9001,9.60,10.63
"1111221","1783",840,0,-3,837,7799,294,576,8669,9.20,10.23
"1111220","1783",-47,0,-2,-49,6959,294,579,7832,8.21,9.24
"1111219","1783",-92,0,-2,-94,6970,294,581,7845,8.22,9.25
"1111216","1783",80,0,0,80,7043,294,583,7920,8.31,9.35
"1111215","1783",-148,0,-1,-149,6930,294,583,7807,8.18,9.22
"1111214","1783",569,0,178,747,7037,294,584,7915,8.30,9.34
"1111213","1783",-405,0,2,-403,6493,294,406,7193,7.66,8.49
"1111212","1783",-10,0,0,-10,6887,294,404,7585,8.13,8.95
"1111209","1783",-6,0,-5,-11,6327,294,404,7025,8.21,9.03
"1111208","1783",-69,-64,-1,-134,6333,294,409,7036,8.22,9.05
"1111207","1783",67,0,0,67,6402,358,410,7170,8.31,9.22
"1111206","1783",257,0,-3,254,6335,358,410,7103,8.22,9.13
"1111205","1783",40,0,0,40,6078,358,413,6849,7.89,8.80
"1111202","1783",107,0,-4,103,6038,358,413,6809,7.84,8.75
"1111201","1783",104,0,-2,102,5931,358,417,6706,7.70,8.62
"1111130","1783",-26,0,0,-26,5827,358,419,6604,7.56,8.48
"1111129","1783",-5,0,0,-5,5873,358,419,6650,7.62,8.54
"1111128","1783",172,0,-2,170,5892,358,419,6669,7.65,8.57
"1111125","1783",62,0,0,62,5721,358,421,6500,7.42,8.34
"1111124","1783",-59,0,0,-59,5676,358,421,6455,7.37,8.29
"1111123","1783",116,0,0,116,5737,358,421,6516,7.45,8.37
"1111122","1783",-150,0,-6,-156,5621,358,421,6400,7.29,8.21
"1111121","1783",100,0,0,100,5770,358,427,6555,7.49,8.42
"1111118","1783",103,0,0,103,5670,358,427,6455,7.36,8.29
"1111117","1783",133,0,0,133,5567,358,427,6352,7.22,8.15
"1111116","1783",10,0,-23,-13,5434,358,427,6219,7.05,7.98
"1111115","1783",1,0,58,59,5385,358,450,6193,6.99,7.94
"1111114","1783",64,0,76,140,5384,358,392,6134,6.99,7.88
"1111111","1783",-71,0,0,-71,5320,358,316,5994,6.90,7.70
"1111110","1783",201,0,0,201,5391,358,316,6065,7.00,7.97
"1111109","1783",72,0,1,73,5190,358,316,5864,6.73,7.70
"1111108","1783",116,0,0,116,5118,358,315,5791,6.64,7.61
"1111107","1783",-45,0,0,-45,5002,358,315,5675,6.49,7.46
"1111104","1783",45,0,-1,44,5095,358,315,5768,6.61,7.58
"1111103","1783",81,0,0,81,5050,358,316,5724,6.55,7.52
"1111102","1783",-14,0,4,-10,4969,358,316,5643,6.45,7.42
"1111101","1783",85,0,0,85,4983,358,312,5653,6.47,7.43
"1111031","1783",45,0,0,45,4921,358,312,5591,6.39,7.35
"1111028","1783",-35,-91,10,-116,4918,358,312,5588,6.38,7.34
"1111027","1783",133,0,1,134,4961,449,302,5712,6.44,7.52
"1111026","1783",40,0,12,52,4862,449,301,5612,6.31,7.39
"1111025","1783",-67,0,10,-57,4760,449,289,5498,6.18,7.24
"1111024","1783",-3,0,3,0,4829,449,279,5557,6.27,7.32
"1111021","1783",-60,0,0,-60,4832,449,276,5557,6.27,7.31
"1111020","1783",-26,-22,0,-48,4892,449,276,5617,6.35,7.39
"1111019","1783",3,-51,3,-45,4918,471,276,5665,6.38,7.46
"1111018","1783",-38,-48,7,-79,4915,522,273,5710,6.38,7.52
"1111017","1783",25,0,1,26,4979,570,266,5815,6.46,7.66
"1111014","1783",79,0,0,79,4959,570,265,5794,6.43,7.63
"1111013","1783",285,0,0,285,4880,570,265,5715,6.33,7.53
"1111012","1783",34,0,0,34,4585,570,265,5420,5.95,7.15
"1111011","1783",-73,0,-1,-74,4531,570,265,5366,5.88,7.08
"1111007","1783",-57,0,-1,-58,4604,570,266,5440,5.97,7.17
"1111006","1783",69,0,0,69,4656,570,267,5493,6.04,7.24
"1111005","1783",-75,0,0,-75,4593,570,267,5430,5.96,7.16
"1111004","1783",47,0,2,49,4675,570,268,5513,6.07,7.28
"1111003","1783",-89,0,0,-89,4628,570,266,5464,6.01,7.21
"1110930","1783",-15,0,0,-15,4717,570,266,5553,6.12,7.32
"1110929","1783",159,0,1,160,4732,571,266,5569,6.14,7.34
"1110928","1783",-117,0,0,-117,4573,571,265,5409,5.93,7.13
"1110927","1783",44,0,1,45,4687,571,265,5523,6.08,7.28
"1110926","1783",-14,0,-5,-19,4642,571,264,5477,6.02,7.22
"1110923","1783",-67,0,-1,-68,4648,571,269,5488,6.03,7.24
"1110922","1783",-5,0,-3,-8,4695,571,270,5536,6.09,7.30
"1110921","1783",-22,0,-5,-27,4700,571,273,5544,6.10,7.32
"1110920","1783",-8,0,0,-8,4715,571,278,5564,6.12,7.34
"1110919","1783",-63,0,0,-63,4723,571,278,5572,6.13,7.35
"1110916","1783",-147,0,-4,-151,4779,571,278,5628,6.20,7.42
"1110915","1783",70,0,-5,65,4926,571,282,5779,6.39,7.62
"1110914","1783",-472,0,1,-471,4861,571,287,5719,6.31,7.55
"1110913","1783",285,50,0,335,5313,571,287,6171,6.89,8.13
"1110912","1783",236,21,0,257,5028,521,287,5836,6.52,7.68
"1110908","1783",103,50,0,153,4792,500,287,5579,6.22,7.35
"1110907","1783",-128,0,-11,-139,4689,450,287,5426,6.08,7.14
"1110906","1783",131,100,0,231,4807,450,298,5555,6.24,7.32
"1110905","1783",-304,50,1,-253,4676,350,298,5324,6.07,7.00
"1110902","1783",-44,200,-1,155,4980,300,297,5577,6.46,7.32
"1110901","1783",-359,100,-11,-270,5037,100,298,5435,6.54,7.11
"1110831","1783",-101,0,2,-99,5366,0,309,5675,6.96,7.40
"1110830","1783",207,0,0,207,5438,0,307,5745,7.06,7.50
"1110829","1783",-47,0,-4,-51,5274,0,307,5581,6.84,7.28
"1110826","1783",194,0,0,194,5321,0,311,5632,6.91,7.36
"1110825","1783",-141,0,1,-140,5127,0,311,5438,6.65,7.10
"1110824","1783",322,0,0,322,5268,0,310,5578,6.84,7.29
"1110823","1783",-156,0,-1,-157,4946,0,310,5256,6.42,6.87
"1110822","1783",32,0,0,32,5102,0,311,5413,6.62,7.07
"1110819","1783",75,0,0,75,5090,0,311,5401,6.61,7.06
"1110818","1783",-55,0,0,-55,5015,0,311,5326,6.51,6.96
"1110817","1783",101,0,0,101,5070,0,311,5381,6.58,7.03
"1110816","1783",66,0,0,66,4969,0,311,5280,6.45,6.90
"1110815","1783",32,0,-70,-38,4903,0,311,5214,6.36,6.81
"1110812","1783",30,0,70,100,4871,0,381,5252,6.32,6.87
"1110811","1783",-17,0,0,-17,4841,0,311,5152,6.28,6.73
"1110810","1783",10,0,-2,8,4858,0,311,5169,6.30,6.75
"1110809","1783",171,0,2,173,4848,0,313,5161,6.29,6.74
"1110808","1783",54,0,0,54,4667,0,312,4979,6.06,6.51
"1110805","1783",54,0,0,54,4612,0,312,4924,5.98,6.43
"1110804","1783",-18,0,-1,-19,4558,0,312,4870,5.91,6.36
"1110803","1783",18,0,-12,6,4576,0,313,4889,5.94,6.39
"1110802","1783",22,0,0,22,4548,0,325,4873,5.90,6.37
"1110801","1783",-39,0,0,-39,4526,0,325,4851,5.87,6.34
"1110729","1783",6,0,1,7,4565,0,325,4890,5.92,6.39
"1110728","1783",-59,0,0,-59,4585,0,324,4909,5.95,6.42
"1110727","1783",14,0,0,14,4620,0,324,4944,5.99,6.46
"1110726","1783",-118,0,0,-118,4581,0,324,4905,5.94,6.41
"1110725","1783",-20,0,0,-20,4667,0,324,4991,6.06,6.53
"1110722","1783",46,0,0,46,4687,0,324,5011,6.08,6.55
"1110721","1783",85,0,0,85,4697,0,325,5022,6.09,6.56
"1110720","1783",2,0,-1,1,4615,0,325,4940,5.99,6.46
"1110719","1783",-24,0,0,-24,4613,0,326,4939,5.99,6.46
"1110718","1783",-60,0,-1,-61,4637,0,326,4963,6.02,6.49
"1110715","1783",-148,0,0,-148,4677,0,327,5004,6.07,6.54
"1110714","1783",-151,0,0,-151,4805,0,327,5132,6.23,6.70
"1110713","1783",312,0,6,318,4926,0,327,5253,6.39,6.86
"1110712","1783",-273,0,0,-273,4614,0,321,4935,5.99,6.45
"1110711","1783",56,0,0,56,4887,0,321,5208,6.34,6.80
"1110708","1783",117,0,1,118,4831,0,321,5152,6.27,6.73
"1110707","1783",52,0,0,52,4684,0,320,5004,6.08,6.54
"1110706","1783",-87,0,0,-87,4577,0,320,4897,5.94,6.40
"1110705","1783",-118,0,4,-114,4664,0,320,4984,6.05,6.51
"1110704","1783",134,0,7,141,4838,0,316,5154,6.28,6.73
"1110701","1783",-521,0,9,-512,4704,0,309,5013,6.10,6.54
"1110630","1783",13,0,-3,10,5225,0,300,5525,6.78,7.21
"1110629","1783",143,0,-1,142,5157,0,303,5460,6.69,7.13
"1110628","1783",202,0,4,206,4988,0,304,5292,6.47,6.91
"1110627","1783",23,0,3,26,4786,0,300,5086,6.21,6.64
"1110624","1783",11,0,24,35,4763,0,297,5060,6.18,6.61
"1110623","1783",-434,0,11,-423,4746,0,273,5019,6.16,6.55
"1110622","1783",-67,0,3,-64,5132,0,262,5394,6.66,7.04
"1110621","1783",49,0,7,56,5197,0,259,5456,6.74,7.11
"1110620","1783",22,0,0,22,5148,0,252,5400,6.68,7.04
"1110617","1783",6,0,0,6,5124,0,252,5376,6.65,7.01
"1110616","1783",44,0,0,44,5118,0,252,5370,6.64,7.00
"1110615","1783",23,0,-1,22,5074,0,252,5326,6.58,6.94
"1110614","1783",-10,0,0,-10,5051,0,253,5304,6.55,6.91
"1110613","1783",12,0,0,12,5062,0,253,5315,6.57,6.93
"1110610","1783",37,0,1,38,5046,0,254,5300,6.55,6.92
"1110609","1783",15,0,0,15,5009,0,253,5262,6.50,6.86
"1110608","1783",13,0,4,17,4994,0,253,5247,6.48,6.84
"1110607","1783",13,0,-1,12,5001,0,249,5250,6.49,6.85
"1110606","1783",71,0,1,72,4986,0,250,5236,6.47,6.83
"1110602","1783",11,0,-1,10,4913,0,249,5162,6.38,6.74
"1110601","1783",8,0,0,8,4902,0,250,5152,6.36,6.72
"1110531","1783",7,0,0,7,4917,0,250,5167,6.38,6.74
"1110530","1783",25,0,1,26,4910,0,250,5160,6.37,6.73
"1110527","1783",10,0,2,12,4885,0,249,5134,6.34,6.70
"1110526","1783",9,0,0,9,4875,0,247,5122,6.33,6.69
"1110525","1783",12,0,7,19,4866,0,247,5113,6.31,6.67
"1110524","1783",-9,0,0,-9,4854,0,240,5094,6.30,6.65
"1110523","1783",41,0,2,43,4863,0,240,5103,6.31,6.66
"1110520","1783",-10,0,0,-10,4822,0,238,5060,6.26,6.60
"1110519","1783",0,0,0,0,4832,0,238,5070,6.27,6.61
"1110518","1783",29,0,0,29,4866,0,238,5104,6.31,6.65
"1110517","1783",19,0,3,22,4837,0,238,5075,6.28,6.62
"1110516","1783",4,0,2,6,4817,0,235,5052,6.25,6.59
"1110513","1783",84,0,0,84,4808,0,233,5041,6.24,6.58
"1110512","1783",5,0,-1,4,4723,0,233,4956,6.13,6.47
"1110511","1783",-37,0,0,-37,4718,0,234,4952,6.12,6.46
"1110510","1783",25,0,-1,24,4733,0,234,4967,6.14,6.48
"1110509","1783",-59,0,-1,-60,4708,0,235,4943,6.11,6.45
"1110506","1783",-34,0,0,-34,4761,0,236,4997,6.18,6.52
"1110505","1783",-32,0,0,-32,4797,0,236,5033,6.22,6.56
"1110504","1783",-4,0,0,-4,4809,0,236,5045,6.24,6.58
"1110503","1783",-22,0,0,-22,4816,0,236,5052,6.25,6.59
"1110429","1783",18,0,0,18,4822,0,236,5058,6.26,6.60
"1110428","1783",-80,0,0,-80,4801,0,237,5038,6.23,6.57
"1110427","1783",39,0,-3,36,4849,0,237,5086,6.29,6.63
"1110426","1783",-74,0,-1,-75,4748,0,240,4988,6.16,6.51
"1110425","1783",-207,0,1,-206,4795,0,241,5036,6.22,6.57
"1110422","1783",79,0,0,79,4960,0,240,5200,6.44,6.79
"1110421","1783",-3,0,0,-3,4881,0,240,5121,6.33,6.68
"1110420","1783",-44,0,-1,-45,4912,0,240,5152,6.37,6.72
"1110419","1783",-256,0,0,-256,4956,0,241,5197,6.43,6.78
"1110418","1783",107,0,0,107,5212,0,241,5453,6.76,7.11
"1110415","1783",-14,0,0,-14,5105,0,241,5346,6.62,6.97
"1110414","1783",106,0,0,106,5119,0,241,5360,6.64,6.99
"1110413","1783",-7,0,4,-3,4998,0,241,5239,6.49,6.84
"1110412","1783",16,0,0,16,5005,0,237,5242,6.49,6.83
"1110411","1783",-3,0,0,-3,4989,0,237,5226,6.47,6.81
"1110408","1783",5,0,1,6,4991,0,237,5228,6.48,6.82
"1110407","1783",3,0,-1,2,4987,0,236,5223,6.47,6.81
"1110406","1783",-15,0,0,-15,4984,0,237,5221,6.47,6.81
"1110401","1783",-62,0,0,-62,4999,0,237,5236,6.49,6.83
